name,url,dob,collage,from_year,to_year,pos,height,weight,nba_debut,career_length,g,pts,trb,ast
John Starks,https://www.basketball-reference.com/players/s/starkjo01.html,"August 10, 1965",Oklahoma State,1989,2002,G,6-3,180,"November 8, 1988",13 years,866,12.5,2.5,3.6
Keith Starr,https://www.basketball-reference.com/players/s/starrke01.html,"March 14, 1954",Pitt,1977,1977,G-F,6-6,190,"October 23, 1976",1 year,17,0.8,0.6,0.4
Nik Stauskas,https://www.basketball-reference.com/players/s/stausni01.html,"October 7, 1993",Michigan,2015,2022,G,6-6,205,"October 29, 2014",6 years,343,6.7,2.0,1.5
Larry Staverman,https://www.basketball-reference.com/players/s/stavela01.html,"October 11, 1936",Thomas More College,1959,1964,F,6-7,205,"October 22, 1958",5 years,265,4.7,3.8,0.9
Larry Steele,https://www.basketball-reference.com/players/s/steella01.html,"May 5, 1949",Kentucky,1972,1980,G-F,6-5,180,"October 15, 1971",9 years,610,8.2,2.9,2.8
Matt Steigenga,https://www.basketball-reference.com/players/s/steigma01.html,"March 27, 1970",Michigan State,1997,1997,F,6-7,225,"April 13, 1997",1 year,2,1.5,1.5,1.0
Vladimir Stepania,https://www.basketball-reference.com/players/s/stepavl01.html,"May 8, 1976",None,1999,2004,C,7-0,236,"February 9, 1999",6 years,270,4.1,4.4,0.3
D.J. Stephens,https://www.basketball-reference.com/players/s/stephdj01.html,"December 19, 1990",Memphis,2014,2019,G-F,6-5,188,"March 29, 2014",2 years,4,2.3,1.3,0.0
Everette Stephens,https://www.basketball-reference.com/players/s/stephev01.html,"October 21, 1966",Purdue,1989,1991,G,6-2,175,"November 4, 1988",2 years,38,1.9,0.6,1.0
Jack Stephens,https://www.basketball-reference.com/players/s/stephja01.html,"May 18, 1933",Notre Dame,1956,1956,G-F,6-3,185,"November 5, 1955",1 year,72,10.3,5.2,2.9
Joe Stephens,https://www.basketball-reference.com/players/s/stephjo01.html,"January 28, 1973",Colorado,1997,2000,F,6-7,210,"February 14, 1997",3 years,22,3.2,2.0,0.5
Lance Stephenson,https://www.basketball-reference.com/players/s/stephla01.html,"September 5, 1990",Cincinnati,2011,2022,G-F,6-6,230,"February 27, 2011",10 years,554,8.6,4.1,2.9
Alex Stepheson,https://www.basketball-reference.com/players/s/stephal01.html,"August 7, 1987",UNC,2016,2016,F,6-10,270,"February 20, 2016",1 year,8,2.8,3.5,0.3
Brook Steppe,https://www.basketball-reference.com/players/s/steppbr01.html,"November 7, 1959",Georgia Tech,1983,1989,G-F,6-5,195,"October 29, 1982",5 years,238,5.4,1.4,1.2
Barry Stevens,https://www.basketball-reference.com/players/s/steveba01.html,"January 17, 1963",Iowa State,1993,1993,G-F,6-5,195,"March 7, 1993",1 year,2,1.0,1.0,0.0
Lamar Stevens,https://www.basketball-reference.com/players/s/stevela01.html,"July 9, 1997",Penn State,2021,2023,F,6-6,230,"December 27, 2020",3 years,165,5.3,2.8,0.6
Wayne Stevens,https://www.basketball-reference.com/players/s/stevewa01.html,"June 19, 1936",Cincinnati,1960,1960,F,6-3,185,"October 24, 1959",1 year,8,1.6,2.0,0.5
DeShawn Stevenson,https://www.basketball-reference.com/players/s/stevede01.html,"April 3, 1981",None,2001,2013,G,6-5,210,"October 31, 2000",13 years,824,7.2,2.2,1.6
Dennis Stewart,https://www.basketball-reference.com/players/s/stewade01.html,"April 11, 1947",Michigan,1971,1971,F,6-6,220,"October 14, 1970",1 year,12,3.3,1.4,0.2
Isaiah Stewart,https://www.basketball-reference.com/players/s/stewais01.html,"May 22, 2001",Washington,2021,2023,F-C,6-8,250,"December 28, 2020",3 years,189,9.0,7.8,1.1
Kebu Stewart,https://www.basketball-reference.com/players/s/stewake01.html,"December 19, 1973",UNLV,1998,1998,F,6-8,239,"December 30, 1997",1 year,15,2.7,2.1,0.1
Larry Stewart,https://www.basketball-reference.com/players/s/stewala01.html,"September 21, 1968",Coppin State University,1992,1997,F,6-8,220,"November 6, 1991",5 years,270,7.4,4.0,1.3
Michael Stewart,https://www.basketball-reference.com/players/s/stewami01.html,"April 25, 1975",California,1998,2005,C,6-10,230,"November 1, 1997",8 years,286,2.2,3.2,0.3
Norm Stewart,https://www.basketball-reference.com/players/s/stewano01.html,"January 20, 1935",Missouri,1957,1957,F,6-5,205,"October 27, 1956",1 year,5,2.0,1.0,0.4
Greg Stiemsma,https://www.basketball-reference.com/players/s/stiemgr01.html,"September 26, 1985",Wisconsin,2012,2015,C,6-11,260,"December 28, 2011",4 years,203,3.2,3.3,0.5
Steve Stipanovich,https://www.basketball-reference.com/players/s/stipast01.html,"November 17, 1960",Missouri,1984,1988,C,6-11,245,"October 28, 1983",5 years,403,13.2,7.8,2.3
Bryant Stith,https://www.basketball-reference.com/players/s/stithbr01.html,"December 10, 1970",Virginia,1993,2002,G,6-5,208,"November 7, 1992",10 years,586,10.1,3.4,2.0
Sam Stith,https://www.basketball-reference.com/players/s/stithsa01.html,"July 22, 1937",St. Bonaventure,1962,1962,G,6-2,185,"October 19, 1961",1 year,32,4.4,1.6,1.9
Tom Stith,https://www.basketball-reference.com/players/s/stithto01.html,"January 21, 1939",St. Bonaventure,1963,1963,F,6-5,210,"November 13, 1962",1 year,25,3.1,1.6,0.7
Alex Stivrins,https://www.basketball-reference.com/players/s/stivral01.html,"November 29, 1962",Creighton,1986,1993,F,6-8,220,"October 29, 1985",2 years,22,2.0,1.0,0.2
David Stockton,https://www.basketball-reference.com/players/s/stockda01.html,"June 24, 1991",Gonzaga,2015,2018,G,5-11,165,"February 21, 2015",2 years,6,3.0,0.3,1.5
John Stockton,https://www.basketball-reference.com/players/s/stockjo01.html,"March 26, 1962",Gonzaga,1985,2003,G,6-1,170,"October 26, 1984",19 years,1504,13.1,2.7,10.5
Peja Stojaković,https://www.basketball-reference.com/players/s/stojape01.html,"June 9, 1977",None,1999,2011,F,6-10,229,"February 5, 1999",13 years,804,17.0,4.7,1.8
Ed Stokes,https://www.basketball-reference.com/players/s/stokeed01.html,"September 3, 1971",Arizona,1998,1998,C,7-0,264,"November 12, 1997",1 year,4,0.8,1.0,0.3
Greg Stokes,https://www.basketball-reference.com/players/s/stokegr01.html,"August 5, 1963",Iowa,1986,1990,F-C,6-10,220,"November 16, 1985",2 years,42,3.1,1.5,0.4
Jarnell Stokes,https://www.basketball-reference.com/players/s/stokeja01.html,"January 7, 1994",Tennessee,2015,2017,F-C,6-9,263,"November 17, 2014",3 years,28,2.4,1.4,0.3
Maurice Stokes,https://www.basketball-reference.com/players/s/stokema01.html,"June 17, 1933",Saint Francis University,1956,1958,F-C,6-7,232,"November 5, 1955",3 years,202,16.4,17.3,5.3
Art Stolkey,https://www.basketball-reference.com/players/s/stolkar01.html,"October 23, 1920",Detroit Mercy,1947,1947,G,6-1,180,,1 year,23,4.4,-,1.7
Randy Stoll,https://www.basketball-reference.com/players/s/stollra01.html,Washington State,None,1968,1968,C,6-7,235,,1 year,25,5.7,3.6,0.5
Diamond Stone,https://www.basketball-reference.com/players/s/stonedi01.html,"February 10, 1997",Maryland,2017,2017,C,6-11,255,"October 30, 2016",1 year,7,1.4,0.9,0.0
George Stone,https://www.basketball-reference.com/players/s/stonege01.html,"February 9, 1946",Marshall,1969,1972,F,6-7,195,,4 years,259,13.6,5.7,1.3
Julyan Stone,https://www.basketball-reference.com/players/s/stoneju01.html,"December 7, 1988",Texas-El Paso,2012,2018,G,6-6,200,"January 11, 2012",4 years,70,1.1,1.1,1.1
Awvee Storey,https://www.basketball-reference.com/players/s/storeaw01.html,"April 18, 1977",Illinois,2005,2008,G-F,6-6,222,"November 13, 2004",3 years,60,2.4,1.4,0.4
Damon Stoudamire,https://www.basketball-reference.com/players/s/stoudda01.html,"September 3, 1973",Arizona,1996,2008,G,5-10,171,"November 3, 1995",13 years,878,13.4,3.5,6.1
Salim Stoudamire,https://www.basketball-reference.com/players/s/stoudsa01.html,"October 11, 1982",Arizona,2006,2008,G,6-1,179,"November 2, 2005",3 years,157,8.0,1.4,1.0
Amar'e Stoudemire,https://www.basketball-reference.com/players/s/stoudam01.html,"November 16, 1982",None,2003,2016,F-C,6-10,245,"October 30, 2002",14 years,846,18.9,7.8,1.2
Paul Stovall,https://www.basketball-reference.com/players/s/stovapa01.html,"August 16, 1948",Pratt Community College,1973,1974,F,6-4,215,"October 13, 1972",2 years,38,4.6,3.1,0.7
D.J. Strawberry,https://www.basketball-reference.com/players/s/strawdj01.html,"June 15, 1985",Maryland,2008,2008,G,6-5,201,"November 2, 2007",1 year,33,2.2,0.8,0.9
Joe Strawder,https://www.basketball-reference.com/players/s/strawjo01.html,"September 21, 1940",Bradley,1966,1968,C,6-10,235,"October 16, 1965",3 years,231,8.6,9.9,1.1
Bill Stricker,https://www.basketball-reference.com/players/s/stricbi01.html,"January 22, 1948",University of the Pacific,1971,1971,F,6-9,210,"November 14, 1970",1 year,1,4.0,0.0,0.0
Erick Strickland,https://www.basketball-reference.com/players/s/stricer01.html,"November 25, 1973",Nebraska,1997,2005,G,6-3,210,"November 2, 1996",9 years,501,7.5,2.6,2.4
Mark Strickland,https://www.basketball-reference.com/players/s/stricma01.html,"July 14, 1970",Temple,1995,2003,F,6-9,210,"March 4, 1995",8 years,281,4.6,2.7,0.4
Rod Strickland,https://www.basketball-reference.com/players/s/stricro02.html,"July 11, 1966",DePaul,1989,2005,G,6-3,175,"November 4, 1988",17 years,1094,13.2,3.7,7.3
Roger Strickland,https://www.basketball-reference.com/players/s/stricro01.html,"September 4, 1940",Jacksonville University,1964,1964,F,6-5,200,"October 16, 1963",1 year,1,2.0,0.0,0.0
John Stroeder,https://www.basketball-reference.com/players/s/stroejo01.html,"July 24, 1958",Montana,1988,1989,F,6-10,260,"November 6, 1987",2 years,46,1.8,1.8,0.5
Derek Strong,https://www.basketball-reference.com/players/s/stronde01.html,"February 9, 1968",Xavier,1992,2001,F,6-8,220,"March 22, 1992",10 years,456,6.8,4.9,0.6
Lamont Strothers,https://www.basketball-reference.com/players/s/strotla01.html,"May 10, 1968",Christopher Newport University,1992,1993,G,6-4,190,"January 11, 1992",2 years,13,4.6,1.2,1.1
John Stroud,https://www.basketball-reference.com/players/s/stroujo01.html,"October 29, 1957",Ole Miss,1981,1981,F,6-7,215,"December 10, 1980",1 year,9,2.8,1.4,1.0
Red Stroud,https://www.basketball-reference.com/players/s/stroure01.html,"May 2, 1941",Mississippi State,1968,1968,G,6-0,160,,1 year,7,2.9,0.3,0.1
Max Strus,https://www.basketball-reference.com/players/s/strusma01.html,"March 28, 1996",Lewis (IL),2020,2023,G,6-5,215,"November 22, 2019",4 years,189,10.0,2.7,1.5
Rodney Stuckey,https://www.basketball-reference.com/players/s/stuckro01.html,"April 21, 1986",Eastern Washington,2008,2017,G,6-5,210,"December 21, 2007",10 years,651,12.6,2.9,3.6
Gene Stump,https://www.basketball-reference.com/players/s/stumpge01.html,"August 9, 1925",DePaul,1948,1950,F-G,6-2,185,,3 years,148,5.3,-,0.8
Stan Stutz,https://www.basketball-reference.com/players/s/stutzst01.html,"April 14, 1920",Rhode Island,1947,1949,G-F,5-10,170,"November 1, 1946",3 years,166,7.1,-,1.1
Jalen Suggs,https://www.basketball-reference.com/players/s/suggsja01.html,"June 3, 2001",Gonzaga,2022,2023,G,6-4,205,"October 20, 2021",2 years,101,10.8,3.3,3.6
Gary Suiter,https://www.basketball-reference.com/players/s/suitega01.html,"January 18, 1945",Midwestern State University,1971,1971,C-F,6-9,225,"October 17, 1970",1 year,30,1.4,1.4,0.1
Jared Sullinger,https://www.basketball-reference.com/players/s/sullija01.html,"March 4, 1992",Ohio State,2013,2017,F,6-9,260,"October 30, 2012",5 years,269,10.8,7.5,1.8
DaJuan Summers,https://www.basketball-reference.com/players/s/summeda01.html,"January 24, 1988",Georgetown,2010,2013,F,6-8,230,"November 4, 2009",4 years,83,3.3,1.0,0.3
Edmond Sumner,https://www.basketball-reference.com/players/s/sumneed01.html,"December 31, 1995",Xavier,2018,2023,G,6-4,196,"April 10, 2018",5 years,161,6.2,1.5,1.1
Barry Sumpter,https://www.basketball-reference.com/players/s/sumptba01.html,"November 11, 1965",Louisville,1989,1989,F-C,6-11,215,"April 2, 1989",1 year,1,0.0,0.0,0.0
Don Sunderlage,https://www.basketball-reference.com/players/s/sundedo01.html,"December 20, 1929",Illinois,1954,1955,G,6-1,180,"October 30, 1953",2 years,113,7.7,2.5,2.0
Bruno Šundov,https://www.basketball-reference.com/players/s/sundobr01.html,"February 10, 1980",None,1999,2005,C,7-2,220,"April 21, 1999",7 years,102,1.7,1.0,0.2
Jon Sundvold,https://www.basketball-reference.com/players/s/sundvjo01.html,"July 2, 1961",Missouri,1984,1992,G,6-2,170,"October 28, 1983",9 years,502,7.7,1.1,2.9
Bob Sura,https://www.basketball-reference.com/players/s/surabo01.html,"March 25, 1973",Florida State,1996,2005,G,6-5,200,"November 3, 1995",10 years,657,8.6,3.4,3.8
Dick Surhoff,https://www.basketball-reference.com/players/s/surhodi01.html,"November 16, 1929",Long Island University,1953,1954,F,6-4,210,"December 14, 1952",2 years,58,3.1,1.6,0.6
George Sutor,https://www.basketball-reference.com/players/s/sutorge01.html,"September 14, 1943",La Salle,1968,1970,C,6-8,235,,3 years,79,4.8,5.1,0.4
Dane Suttle,https://www.basketball-reference.com/players/s/suttlda01.html,"August 9, 1961",Pepperdine,1984,1985,G,6-3,190,"October 30, 1983",2 years,46,5.9,1.1,1.0
Greg Sutton,https://www.basketball-reference.com/players/s/suttogr01.html,"December 3, 1967",Oral Roberts,1992,1996,G,6-2,170,"November 1, 1991",3 years,168,4.5,0.9,1.7
Keith Swagerty,https://www.basketball-reference.com/players/s/swageke01.html,"October 30, 1945",University of the Pacific,1969,1970,F,6-7,235,,2 years,80,12.3,10.4,1.2
Bennie Swain,https://www.basketball-reference.com/players/s/swainbe01.html,"December 16, 1933",Texas Southern,1959,1959,F,6-8,220,"October 25, 1958",1 year,58,4.6,4.5,0.5
Caleb Swanigan,https://www.basketball-reference.com/players/s/swanica01.html,"April 18, 1997",Purdue,2018,2020,F,6-9,260,"October 18, 2017",3 years,75,2.3,2.9,0.7
Norm Swanson,https://www.basketball-reference.com/players/s/swansno01.html,"October 4, 1930",Detroit Mercy,1954,1954,F,6-6,210,"October 31, 1953",1 year,63,1.6,1.7,0.5
Dan Swartz,https://www.basketball-reference.com/players/s/swartda01.html,"December 23, 1934",Morehead State University,1963,1963,F,6-4,215,"October 20, 1962",1 year,39,4.5,2.3,0.5
Mike Sweetney,https://www.basketball-reference.com/players/s/sweetmi01.html,"October 25, 1982",Georgetown,2004,2007,F,6-8,275,"October 29, 2003",4 years,233,6.5,4.5,0.6
Cole Swider,https://www.basketball-reference.com/players/s/swideco01.html,"May 8, 1999",Villanova,2023,2023,F,6-9,220,"October 18, 2022",1 year,7,1.3,1.0,0.6
Robert Swift,https://www.basketball-reference.com/players/s/swiftro01.html,"December 3, 1985",None,2005,2009,C,7-0,245,"November 3, 2004",4 years,97,4.3,3.9,0.2
Skeeter Swift,https://www.basketball-reference.com/players/s/swiftsk01.html,"June 19, 1946",East Tennessee State University,1970,1974,G,6-3,204,,5 years,283,11.6,2.2,2.9
Stromile Swift,https://www.basketball-reference.com/players/s/swiftst01.html,"November 21, 1979",LSU,2001,2009,F,6-9,225,"October 31, 2000",9 years,547,8.4,4.6,0.5
Aaron Swinson,https://www.basketball-reference.com/players/s/swinsaa01.html,"January 9, 1971",Auburn,1995,1995,F,6-5,230,"November 15, 1994",1 year,9,2.7,0.9,0.3
Craig Sword,https://www.basketball-reference.com/players/s/swordcr01.html,"January 16, 1994",Mississippi State,2022,2022,G,6-3,196,"December 28, 2021",1 year,3,2.0,0.0,0.3
Pape Sy,https://www.basketball-reference.com/players/s/sypa01.html,"April 5, 1988",None,2011,2011,F,6-7,225,"April 8, 2011",1 year,3,2.3,1.0,0.7
Buck Sydnor,https://www.basketball-reference.com/players/s/sydnobu01.html,"September 19, 1921",Western Kentucky,1947,1947,G,5-10,175,,1 year,15,1.0,-,0.0
Keifer Sykes,https://www.basketball-reference.com/players/s/sykeske01.html,"December 30, 1993",Green Bay,2022,2022,G,6-0,180,"December 29, 2021",1 year,32,5.6,1.4,1.9
Larry Sykes,https://www.basketball-reference.com/players/s/sykesla01.html,"April 11, 1973",Xavier,1996,1996,F,6-9,255,"November 15, 1995",1 year,1,0.0,2.0,0.0
Brett Szabo,https://www.basketball-reference.com/players/s/szabobr01.html,"February 1, 1968",Augustana College (SD),1997,1997,C,6-11,230,"November 1, 1996",1 year,70,2.2,2.4,0.2
Wally Szczerbiak,https://www.basketball-reference.com/players/s/szczewa02.html,"March 5, 1977",Miami University,2000,2009,F,6-7,244,"November 5, 1999",10 years,651,14.1,4.0,2.4
Walt Szczerbiak,https://www.basketball-reference.com/players/s/szczewa01.html,"August 21, 1949",George Washington,1972,1972,F,6-6,210,,1 year,53,6.3,2.8,0.8
Žan Tabak,https://www.basketball-reference.com/players/t/tabakza01.html,"June 15, 1970",None,1995,2001,C,7-0,245,"November 5, 1994",6 years,247,5.0,3.6,0.7
Yuta Tabuse,https://www.basketball-reference.com/players/t/tabusyu01.html,"October 5, 1980",Brigham Young University Hawaii,2005,2005,G,5-9,165,"November 3, 2004",1 year,4,1.8,1.0,0.8
Chris Taft,https://www.basketball-reference.com/players/t/taftch01.html,"March 10, 1985",Pitt,2006,2006,F,6-10,260,"November 2, 2005",1 year,17,2.8,2.1,0.1
Sid Tanenbaum,https://www.basketball-reference.com/players/t/tanensi01.html,"October 8, 1925",NYU,1948,1949,G,6-0,160,"January 17, 1948",2 years,70,9.0,-,2.3
Dragan Tarlać,https://www.basketball-reference.com/players/t/tarladr01.html,"May 9, 1973",None,2001,2001,C,6-10,260,"November 3, 2000",1 year,43,2.4,2.8,0.7
Roy Tarpley,https://www.basketball-reference.com/players/t/tarplro01.html,"November 28, 1964",Michigan,1987,1995,C-F,6-11,230,"October 31, 1986",6 years,280,12.6,10.0,1.0
Levern Tart,https://www.basketball-reference.com/players/t/tartle01.html,"June 1, 1942",Bradley,1968,1971,G-F,6-2,195,,4 years,274,19.4,5.0,3.0
Jae'Sean Tate,https://www.basketball-reference.com/players/t/tateja01.html,"October 28, 1995",Ohio State,2021,2023,F,6-4,230,"December 26, 2020",3 years,179,11.2,5.1,2.7
Earl Tatum,https://www.basketball-reference.com/players/t/tatumea01.html,"July 26, 1953",Marquette,1977,1980,G-F,6-5,185,"October 21, 1976",4 years,262,9.6,2.6,1.9
Jayson Tatum,https://www.basketball-reference.com/players/t/tatumja01.html,"March 3, 1998",Duke,2018,2023,F,6-8,210,"October 17, 2017",6 years,439,22.5,7.0,3.3
Edy Tavares,https://www.basketball-reference.com/players/t/tavarwa01.html,"March 22, 1992",None,2016,2017,C,7-3,260,"October 29, 2015",2 years,13,2.5,2.5,0.3
Anthony Taylor,https://www.basketball-reference.com/players/t/tayloan01.html,"November 30, 1965",Oregon,1989,1989,G,6-4,175,"November 5, 1988",1 year,21,6.9,1.6,2.0
Brian Taylor,https://www.basketball-reference.com/players/t/taylobr01.html,"June 9, 1951",Princeton,1973,1982,G,6-2,185,"October 22, 1976",10 years,601,13.1,2.7,4.1
Donell Taylor,https://www.basketball-reference.com/players/t/taylodo01.html,"July 26, 1982",Okaloosa-Walton Community College,2006,2007,G,6-6,180,"November 9, 2005",2 years,98,2.7,1.1,0.9
Fatty Taylor,https://www.basketball-reference.com/players/t/taylofa01.html,"March 13, 1946",Dodge City Community College,1970,1977,G,6-0,175,"October 22, 1976",8 years,640,8.0,3.9,4.0
